study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	experiment_alias	fastq_ftp	submitted_ftp	sra_ftp
PRJEB38036	SAMEA6804840	ERX4088464	ERR4097291	408170	human gut metagenome	CNX0149933	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097291/ERR4097291_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097291/ERR4097291_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097291/B_3.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097291/B_3.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097291
PRJEB38036	SAMEA6804839	ERX4088465	ERR4097292	408170	human gut metagenome	CNX0149932	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097292/ERR4097292_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097292/ERR4097292_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097292/B_29.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097292/B_29.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097292
PRJEB38036	SAMEA6804924	ERX4088466	ERR4097293	408170	human gut metagenome	CNX0150018	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097293/ERR4097293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097293/ERR4097293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097293/D_7.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097293/D_7.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097293
PRJEB38036	SAMEA6804922	ERX4088467	ERR4097294	408170	human gut metagenome	CNX0150019	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097294/ERR4097294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097294/ERR4097294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097294/D_8.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097294/D_8.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097294
PRJEB38036	SAMEA6804900	ERX4088468	ERR4097295	408170	human gut metagenome	CNX0150014	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097295/ERR4097295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097295/ERR4097295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097295/D_41.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097295/D_41.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097295
PRJEB38036	SAMEA6804899	ERX4088469	ERR4097296	408170	human gut metagenome	CNX0150015	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097296/ERR4097296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097296/ERR4097296_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097296/D_42.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097296/D_42.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097296
PRJEB38036	SAMEA6804953	ERX4088470	ERR4097297	408170	human gut metagenome	CNX0150016	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097297/ERR4097297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097297/ERR4097297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097297/D_5.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097297/D_5.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097297
PRJEB38036	SAMEA6804952	ERX4088471	ERR4097298	408170	human gut metagenome	CNX0150017	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097298/ERR4097298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097298/ERR4097298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097298/D_6.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097298/D_6.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097298
PRJEB38036	SAMEA6804959	ERX4088472	ERR4097299	408170	human gut metagenome	CNX0150010	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097299/ERR4097299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097299/ERR4097299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097299/D_4_22.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097299/D_4_22.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097299
PRJEB38036	SAMEA6804958	ERX4088473	ERR4097300	408170	human gut metagenome	CNX0150011	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097300/ERR4097300_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097300/ERR4097300_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097300/D_4_23.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097300/D_4_23.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097300
PRJEB38036	SAMEA6804957	ERX4088474	ERR4097301	408170	human gut metagenome	CNX0150012	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097301/ERR4097301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097301/ERR4097301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097301/D_4_24.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097301/D_4_24.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097301
PRJEB38036	SAMEA6804956	ERX4088475	ERR4097302	408170	human gut metagenome	CNX0150013	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097302/ERR4097302_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097302/ERR4097302_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097302/D_40.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097302/D_40.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097302
PRJEB38036	SAMEA6804915	ERX4088476	ERR4097303	408170	human gut metagenome	CNX0150095	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097303/ERR4097303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097303/ERR4097303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097303/F_17.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097303/F_17.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097303
PRJEB38036	SAMEA6804783	ERX4088477	ERR4097304	408170	human gut metagenome	CNX0150089	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097304/ERR4097304_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097304/ERR4097304_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097304/F_11.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097304/F_11.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097304
PRJEB38036	SAMEA6804784	ERX4088478	ERR4097305	408170	human gut metagenome	CNX0150088	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097305/ERR4097305_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097305/ERR4097305_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097305/F_10.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097305/F_10.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097305
PRJEB38036	SAMEA6804780	ERX4088479	ERR4097306	408170	human gut metagenome	CNX0150083	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097306/ERR4097306_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097306/ERR4097306_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097306/E_41.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097306/E_41.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097306
PRJEB38036	SAMEA6804781	ERX4088480	ERR4097307	408170	human gut metagenome	CNX0150082	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097307/ERR4097307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097307/ERR4097307_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097307/E_40.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097307/E_40.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097307
PRJEB38036	SAMEA6804778	ERX4088481	ERR4097308	408170	human gut metagenome	CNX0150081	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097308/ERR4097308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097308/ERR4097308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097308/E_4_24.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097308/E_4_24.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097308
PRJEB38036	SAMEA6804779	ERX4088482	ERR4097309	408170	human gut metagenome	CNX0150080	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097309/ERR4097309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097309/ERR4097309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097309/E_4_23.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097309/E_4_23.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097309
PRJEB38036	SAMEA6804776	ERX4088483	ERR4097310	408170	human gut metagenome	CNX0150087	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097310/ERR4097310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097310/ERR4097310_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097310/F_1.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097310/F_1.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097310
PRJEB38036	SAMEA6804777	ERX4088484	ERR4097311	408170	human gut metagenome	CNX0150086	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097311/ERR4097311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097311/ERR4097311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097311/E_6.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097311/E_6.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097311
PRJEB38036	SAMEA6804774	ERX4088485	ERR4097312	408170	human gut metagenome	CNX0150085	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097312/ERR4097312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097312/ERR4097312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097312/E_5.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097312/E_5.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097312
PRJEB38036	SAMEA6804775	ERX4088486	ERR4097313	408170	human gut metagenome	CNX0150084	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097313/ERR4097313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097313/ERR4097313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097313/E_42.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097313/E_42.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097313
PRJEB38036	SAMEA6804756	ERX4088487	ERR4097314	408170	human gut metagenome	CNX0149900	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097314/ERR4097314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097314/ERR4097314_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097314/A_27.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097314/A_27.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097314
PRJEB38036	SAMEA6804755	ERX4088488	ERR4097315	408170	human gut metagenome	CNX0149901	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097315/ERR4097315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097315/ERR4097315_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097315/A_28.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097315/A_28.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097315
PRJEB38036	SAMEA6804758	ERX4088489	ERR4097316	408170	human gut metagenome	CNX0149902	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097316/ERR4097316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097316/ERR4097316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097316/A_29.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097316/A_29.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097316
PRJEB38036	SAMEA6804757	ERX4088490	ERR4097317	408170	human gut metagenome	CNX0149903	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097317/ERR4097317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097317/ERR4097317_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097317/A_3.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097317/A_3.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097317
PRJEB38036	SAMEA6804760	ERX4088491	ERR4097318	408170	human gut metagenome	CNX0149904	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097318/ERR4097318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097318/ERR4097318_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097318/A_30.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097318/A_30.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097318
PRJEB38036	SAMEA6804759	ERX4088492	ERR4097319	408170	human gut metagenome	CNX0149905	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097319/ERR4097319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097319/ERR4097319_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097319/A_31.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097319/A_31.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097319
PRJEB38036	SAMEA6804762	ERX4088493	ERR4097320	408170	human gut metagenome	CNX0149906	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097320/ERR4097320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097320/ERR4097320_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097320/A_32.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097320/A_32.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097320
PRJEB38036	SAMEA6804761	ERX4088494	ERR4097321	408170	human gut metagenome	CNX0149907	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097321/ERR4097321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097321/ERR4097321_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097321/A_37.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097321/A_37.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097321
PRJEB38036	SAMEA6804754	ERX4088495	ERR4097322	408170	human gut metagenome	CNX0149908	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097322/ERR4097322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097322/ERR4097322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097322/A_38.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097322/A_38.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097322
PRJEB38036	SAMEA6804753	ERX4088496	ERR4097323	408170	human gut metagenome	CNX0149909	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097323/ERR4097323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097323/ERR4097323_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097323/A_39.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097323/A_39.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097323
PRJEB38036	SAMEA6804921	ERX4088497	ERR4097324	408170	human gut metagenome	CNX0150093	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097324/ERR4097324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097324/ERR4097324_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097324/F_15.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097324/F_15.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097324
PRJEB38036	SAMEA6804866	ERX4088498	ERR4097325	408170	human gut metagenome	CNX0149949	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097325/ERR4097325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097325/ERR4097325_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097325/B_42.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097325/B_42.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097325
PRJEB38036	SAMEA6804884	ERX4088499	ERR4097326	408170	human gut metagenome	CNX0150003	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097326/ERR4097326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097326/ERR4097326_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097326/D_37.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097326/D_37.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097326
PRJEB38036	SAMEA6804883	ERX4088500	ERR4097327	408170	human gut metagenome	CNX0150002	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097327/ERR4097327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097327/ERR4097327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097327/D_32.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097327/D_32.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097327
PRJEB38036	SAMEA6804886	ERX4088501	ERR4097328	408170	human gut metagenome	CNX0150001	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097328/ERR4097328_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097328/ERR4097328_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097328/D_31.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097328/D_31.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097328
PRJEB38036	SAMEA6804885	ERX4088502	ERR4097329	408170	human gut metagenome	CNX0150000	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097329/ERR4097329_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097329/ERR4097329_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097329/D_30.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097329/D_30.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097329
PRJEB38036	SAMEA6804880	ERX4088503	ERR4097330	408170	human gut metagenome	CNX0150007	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097330/ERR4097330_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097330/ERR4097330_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097330/D_4_19.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097330/D_4_19.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097330
PRJEB38036	SAMEA6804879	ERX4088504	ERR4097331	408170	human gut metagenome	CNX0150006	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097331/ERR4097331_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097331/ERR4097331_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097331/D_4.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097331/D_4.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097331
PRJEB38036	SAMEA6804882	ERX4088505	ERR4097332	408170	human gut metagenome	CNX0150005	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097332/ERR4097332_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097332/ERR4097332_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097332/D_39.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097332/D_39.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097332
PRJEB38036	SAMEA6804881	ERX4088506	ERR4097333	408170	human gut metagenome	CNX0150004	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097333/ERR4097333_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097333/ERR4097333_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097333/D_38.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097333/D_38.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097333
PRJEB38036	SAMEA6804825	ERX4088507	ERR4097334	408170	human gut metagenome	CNX0149980	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097334/ERR4097334_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097334/ERR4097334_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097334/C_5.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097334/C_5.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097334
PRJEB38036	SAMEA6804826	ERX4088508	ERR4097335	408170	human gut metagenome	CNX0149981	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097335/ERR4097335.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097335/ERR4097335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097335/ERR4097335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097335/C_6.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097335/C_6.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097335
PRJEB38036	SAMEA6804827	ERX4088509	ERR4097336	408170	human gut metagenome	CNX0149982	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097336/ERR4097336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097336/ERR4097336_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097336/C_7.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097336/C_7.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097336
